LBMA to Au(T+D),Au(T+D) to LBMA,Dates_x
38.17123729,0.086614076,2018/6/21 20:39
38.15409707,0.085154018,2018/6/21 20:44
38.13631326,0.084132589,2018/6/21 20:46
38.14730521,0.086475801,2018/6/21 20:47
38.14744157,0.08613732,2018/6/21 20:48
38.14557977,0.084681565,2018/6/21 20:50
38.15739157,0.085839476,2018/6/21 20:53
38.16473897,0.089963849,2018/6/21 20:56
38.17410049,0.089988332,2018/6/21 20:57
38.13360262,0.086841691,2018/6/21 21:01
38.12703294,0.087272268,2018/6/21 21:02
38.15160644,0.088028414,2018/6/21 21:03
38.13866081,0.090333628,2018/6/21 21:04
38.18073195,0.091241988,2018/6/21 21:06
38.17943994,0.090933631,2018/6/21 21:08
38.18102607,0.091851361,2018/6/21 21:10
38.18432394,0.091366677,2018/6/21 21:11
38.18199218,0.091681606,2018/6/21 21:12
38.17173613,0.091446855,2018/6/21 21:14
38.16329651,0.091178493,2018/6/21 21:15
38.16690947,0.09082468,2018/6/21 21:16
38.1775688,0.09015742,2018/6/21 21:19
38.17373655,0.092878072,2018/6/21 21:20
38.18591742,0.092548924,2018/6/21 21:22
38.19903472,0.094778688,2018/6/21 21:24
38.16939779,0.091366151,2018/6/21 21:31
38.16555986,0.090303388,2018/6/21 21:32
38.17073444,0.092285969,2018/6/21 21:34
38.13899574,0.086316092,2018/6/21 21:35
38.12658674,0.086153767,2018/6/21 21:36
38.13119202,0.086576701,2018/6/21 21:39
38.14107893,0.085794082,2018/6/21 21:42
38.16331192,0.088187241,2018/6/21 21:44
38.15383559,0.086567768,2018/6/21 21:45
38.17028445,0.088690891,2018/6/21 21:48
38.17274187,0.088346539,2018/6/21 21:51
38.15146013,0.086580228,2018/6/21 21:52
38.1496712,0.086528053,2018/6/21 21:53
38.15318618,0.087114837,2018/6/21 21:54
38.16942099,0.088370032,2018/6/21 21:56
38.12120241,0.084868153,2018/6/21 22:01
38.12323492,0.084808953,2018/6/21 22:02
38.12827707,0.085176363,2018/6/21 22:07
38.12332965,0.085817643,2018/6/21 22:08
38.12237188,0.085563628,2018/6/21 22:09
38.1116944,0.084224397,2018/6/21 22:15
38.09977007,0.083400458,2018/6/21 22:20
38.08103991,0.079698931,2018/6/21 22:23
38.07261134,0.078173619,2018/6/21 22:24
38.06978093,0.078404595,2018/6/21 22:25
38.08843158,0.081693012,2018/6/21 22:30
38.07835842,0.081804266,2018/6/21 22:31
38.0916385,0.082391701,2018/6/21 22:33
38.07342959,0.082443353,2018/6/21 22:34
38.082571,0.081758432,2018/6/21 22:35
38.06421198,0.07971563,2018/6/21 22:37
38.05596838,0.078738247,2018/6/21 22:38
38.03173768,0.074652037,2018/6/21 22:39
38.05510631,0.07486401,2018/6/21 22:43
38.04603194,0.074397126,2018/6/21 22:45
38.03974764,0.074396494,2018/6/21 22:46
38.04372194,0.075693249,2018/6/21 22:47
38.06052813,0.076152341,2018/6/21 22:48
38.06131625,0.077117327,2018/6/21 22:50
38.0186903,0.076540331,2018/6/21 22:51
38.03330907,0.075669995,2018/6/21 22:53
38.03728598,0.075971694,2018/6/21 22:54
38.04104305,0.07575353,2018/6/21 22:55
38.05997015,0.076287743,2018/6/21 22:57
38.09385823,0.080675112,2018/6/21 22:58
38.09781348,0.081041101,2018/6/21 22:59
38.08653675,0.079408357,2018/6/21 23:00
38.07678939,0.079348019,2018/6/21 23:01
38.05784101,0.076518764,2018/6/21 23:03
38.03482225,0.076264559,2018/6/21 23:05
38.04633946,0.076598862,2018/6/21 23:06
38.05376773,0.077158102,2018/6/21 23:08
38.05554507,0.076676309,2018/6/21 23:11
38.06723612,0.076901249,2018/6/21 23:15
38.06956017,0.077761683,2018/6/21 23:16
38.06561196,0.077510641,2018/6/21 23:17
38.0651478,0.077204358,2018/6/21 23:19
38.05446632,0.076370763,2018/6/21 23:24
38.05985904,0.078039061,2018/6/21 23:28
38.06298435,0.076930875,2018/6/21 23:29
38.06572246,0.077382533,2018/6/21 23:30
38.06565598,0.077439053,2018/6/21 23:38
38.0618684,0.077439494,2018/6/21 23:40
38.06401375,0.076759103,2018/6/21 23:41
38.06209713,0.077201813,2018/6/21 23:48
38.06057003,0.078247935,2018/6/21 23:49
38.06138887,0.078216066,2018/6/21 23:50
38.0525337,0.076622097,2018/6/21 23:54
38.07307139,0.078857367,2018/6/21 23:55
38.08877786,0.079745499,2018/6/22
38.09288163,0.08035785,2018/6/22 0:01
38.09354147,0.080719659,2018/6/22 0:02
38.09352968,0.081492248,2018/6/22 0:04
38.12834513,0.078837211,2018/6/22 0:16
37.94241824,0.069169594,2018/6/22 0:23
37.94375121,0.069473704,2018/6/22 0:24
37.93720456,0.068530954,2018/6/22 0:32
37.91582973,0.064699711,2018/6/22 0:39
37.9240179,0.063948316,2018/6/22 0:56
37.93334847,0.06463729,2018/6/22 1:00
37.93504147,0.064521692,2018/6/22 1:03
37.94878436,0.066222312,2018/6/22 1:06
37.94279718,0.065973025,2018/6/22 1:18
37.94136838,0.066647737,2018/6/22 1:23
37.94928128,0.067034536,2018/6/22 1:25
37.95560951,0.067970264,2018/6/22 1:26
37.95077983,0.068278707,2018/6/22 1:27
37.95789318,0.068761218,2018/6/22 1:29
37.9466947,0.068675789,2018/6/22 1:30
37.91639361,0.068853057,2018/6/22 1:39
37.92415461,0.07109583,2018/6/22 1:41
37.90995266,0.070082994,2018/6/22 1:43
37.91102135,0.070143816,2018/6/22 1:55
37.92665692,0.073312174,2018/6/22 1:58
37.93458275,0.073087111,2018/6/22 2:02
37.93497657,0.074349693,2018/6/22 9:00
37.91914718,0.073793761,2018/6/22 9:03
37.90650837,0.072495028,2018/6/22 9:07
37.9149848,0.073743939,2018/6/22 9:09
37.91805804,0.074907919,2018/6/22 9:13
37.91400867,0.074763803,2018/6/22 9:14
37.93511708,0.075863843,2018/6/22 9:24
37.93122985,0.074988099,2018/6/22 9:25
37.91663732,0.073363043,2018/6/22 9:27
37.9288321,0.073845296,2018/6/22 9:28
37.92943964,0.074798407,2018/6/22 9:32
37.92842877,0.076208319,2018/6/22 9:36
37.898072,0.079851613,2018/6/22 9:59
37.88362551,0.079125993,2018/6/22 10:18
37.87714298,0.078700159,2018/6/22 10:21
37.87291112,0.077792339,2018/6/22 10:23
37.86057013,0.07855953,2018/6/22 11:22
37.85944488,0.07885511,2018/6/22 11:25
37.8535985,0.076720311,2018/6/22 13:30
37.81129765,0.072409228,2018/6/22 13:32
37.81162642,0.071241064,2018/6/22 13:34
37.81321338,0.070875094,2018/6/22 13:58
37.83065684,0.073786564,2018/6/22 14:06
37.82791567,0.071472051,2018/6/22 14:13
37.82467804,0.069785266,2018/6/22 14:22
37.8194724,0.067863871,2018/6/22 14:26
37.80501892,0.067252577,2018/6/22 14:27
37.80608116,0.066129991,2018/6/22 14:28
37.83120232,0.069257578,2018/6/22 14:29
37.82639606,0.069128608,2018/6/22 14:30
37.85222329,0.070278754,2018/6/22 14:33
37.83836945,0.067729865,2018/6/22 14:34
37.82917949,0.067646246,2018/6/22 14:36
37.80555616,0.065466618,2018/6/22 14:52
37.73939307,0.059253372,2018/6/22 14:55
37.66870459,0.057970181,2018/6/22 15:00
37.658319,0.057137372,2018/6/22 15:01
37.66987292,0.0600965,2018/6/22 15:03
37.66998763,0.059856439,2018/6/22 15:04
37.70544833,0.062459752,2018/6/22 15:06
37.74159772,0.06716094,2018/6/22 15:22
37.72564763,0.066270743,2018/6/22 15:24
37.70399612,0.066186351,2018/6/22 15:25
37.71468269,0.07047523,2018/6/22 15:42
37.64738899,0.061884157,2018/6/22 20:05
37.64766018,0.062470744,2018/6/22 20:09
37.65768581,0.062664228,2018/6/22 20:14
37.64406961,0.061149728,2018/6/22 20:16
37.69339185,0.066748462,2018/6/22 20:19
37.7191961,0.069415482,2018/6/22 20:20
37.73327854,0.068966,2018/6/22 20:22
37.72753103,0.068610563,2018/6/22 20:29
37.76412006,0.072279175,2018/6/22 20:51
37.74537252,0.071686789,2018/6/22 21:00
37.76015463,0.073878548,2018/6/22 21:02
37.77128652,0.078254394,2018/6/22 21:08
37.79995386,0.07949453,2018/6/22 21:09
37.79317331,0.079051511,2018/6/22 21:10
37.74007419,0.073476266,2018/6/22 21:12
37.78202281,0.082005425,2018/6/22 21:15
37.77713981,0.090693784,2018/6/22 21:16
37.74037798,0.086778641,2018/6/22 21:20
37.72395263,0.084544685,2018/6/22 21:23
37.73345136,0.085944332,2018/6/22 21:24
37.70078742,0.082738959,2018/6/22 21:25
37.72272405,0.086897165,2018/6/22 21:29
37.7421586,0.089606776,2018/6/22 21:35
37.73030914,0.091295816,2018/6/22 21:36
37.74034333,0.091685624,2018/6/22 21:37
37.7355066,0.092379269,2018/6/22 21:41
37.73222628,0.092269435,2018/6/22 21:42
37.72910567,0.090848766,2018/6/22 21:43
37.72165511,0.087568726,2018/6/22 21:44
37.69969165,0.086222303,2018/6/22 21:46
37.67713561,0.086311072,2018/6/22 21:48
37.69260559,0.087581125,2018/6/22 21:51
37.68090266,0.086738339,2018/6/22 21:52
37.67399338,0.085691285,2018/6/22 21:53
37.65269927,0.083575024,2018/6/22 21:54
37.6593269,0.084186074,2018/6/22 21:57
37.6378853,0.083021051,2018/6/22 21:58
37.6215099,0.082409214,2018/6/22 21:59
37.62687848,0.085164742,2018/6/22 22:02
37.61831443,0.082291148,2018/6/22 22:03
37.61770077,0.082250288,2018/6/22 22:08
37.61015058,0.083073358,2018/6/22 22:20
37.63465835,0.084796202,2018/6/22 22:23
37.64398435,0.087090581,2018/6/22 22:25
37.64057686,0.08752804,2018/6/22 22:27
37.62673345,0.085854554,2018/6/22 22:28
37.61802214,0.085774423,2018/6/22 22:29
37.61626613,0.085565671,2018/6/22 22:30
37.62798691,0.087977645,2018/6/22 22:31
37.60886789,0.086722508,2018/6/22 22:32
37.6026053,0.084848103,2018/6/22 22:33
37.59300257,0.083969382,2018/6/22 22:34
37.58613474,0.082346409,2018/6/22 22:36
37.57904927,0.083154256,2018/6/22 22:38
37.55811948,0.082515039,2018/6/22 22:39
37.54891719,0.082387895,2018/6/22 22:42
37.54978866,0.08268781,2018/6/22 22:45
37.5527375,0.081269177,2018/6/22 22:49
37.54281113,0.081773349,2018/6/22 22:51
37.5217089,0.079513704,2018/6/22 22:53
37.51278853,0.077165887,2018/6/22 22:54
37.51573361,0.078065628,2018/6/22 22:56
37.49546106,0.075786581,2018/6/22 22:57
37.51831583,0.080081277,2018/6/22 23:00
37.5034561,0.079296866,2018/6/22 23:01
37.50916599,0.079003281,2018/6/22 23:02
37.51244126,0.081635493,2018/6/22 23:03
37.49312362,0.082884117,2018/6/22 23:05
37.50304034,0.08203234,2018/6/22 23:06
37.53097991,0.086923318,2018/6/22 23:08
37.23902317,0.072123044,2018/6/22 23:10
37.3250876,0.072469603,2018/6/22 23:14
37.31802033,0.071764504,2018/6/22 23:15
37.30909193,0.073080355,2018/6/22 23:20
37.28687417,0.070682265,2018/6/22 23:22
37.27903428,0.068621184,2018/6/22 23:24
37.27304911,0.068344149,2018/6/22 23:25
37.28481659,0.069139294,2018/6/22 23:27
37.30157547,0.071691582,2018/6/22 23:29
37.27489513,0.069945743,2018/6/22 23:34
37.27275912,0.069276588,2018/6/22 23:35
37.26856405,0.069147516,2018/6/22 23:42
37.29895106,0.072381128,2018/6/22 23:48
37.29948938,0.07258723,2018/6/22 23:49
37.32362296,0.074396754,2018/6/22 23:52
37.32254548,0.07423989,2018/6/22 23:58
37.3243396,0.073933562,2018/6/23
37.33801995,0.071977195,2018/6/23 0:11
37.35793482,0.072486596,2018/6/23 0:31
37.30204597,0.076771585,2018/6/23 0:34
37.34781651,0.075560347,2018/6/23 0:56
37.37734469,0.077125473,2018/6/23 0:59
37.37952255,0.076874451,2018/6/23 1:01
37.37451192,0.077807186,2018/6/23 1:13
37.36534695,0.076945403,2018/6/23 1:21
37.3591445,0.075055086,2018/6/23 1:23
37.34701438,0.075525816,2018/6/23 1:24
37.33052288,0.074201987,2018/6/23 1:27
37.32862987,0.07575377,2018/6/23 1:28
37.37604903,0.077347578,2018/6/23 1:29
37.36031684,0.078828761,2018/6/23 1:51
37.35359853,0.075840244,2018/6/23 1:59
37.34937005,0.075695989,2018/6/23 2:05
37.36316856,0.075150013,2018/6/23 2:24
37.26161884,0.067996583,2018/6/25 9:00
37.14462937,0.073191695,2018/6/25 9:01
37.06717351,0.075874302,2018/6/25 9:23
37.01910861,0.072247698,2018/6/25 9:27
37.0452458,0.076240864,2018/6/25 9:36
37.04039845,0.076790221,2018/6/25 9:37
37.06439834,0.075253771,2018/6/25 9:47
37.08352541,0.076877667,2018/6/25 9:48
37.03606879,0.078598296,2018/6/25 10:39
37.02053334,0.076907353,2018/6/25 10:47
36.99312123,0.079020019,2018/6/25 10:54
36.97112124,0.092133219,2018/6/25 10:59
36.97354747,0.083661661,2018/6/25 11:00
36.9547462,0.083687313,2018/6/25 11:01
36.95450002,0.08435693,2018/6/25 11:02
36.95035403,0.084164839,2018/6/25 11:03
37.09009762,0.106460499,2018/6/25 13:39
37.06187162,0.106783588,2018/6/25 13:40
37.05122034,0.105334046,2018/6/25 13:45
37.05554571,0.108616655,2018/6/25 13:49
37.02941115,0.106982945,2018/6/25 13:54
37.03367898,0.107832784,2018/6/25 13:57
37.03262765,0.107392313,2018/6/25 14:00
37.04778904,0.111061571,2018/6/25 14:01
37.06045412,0.108458044,2018/6/25 14:02
37.0772003,0.109204074,2018/6/25 14:04
37.06658838,0.105725074,2018/6/25 14:21
37.07273894,0.107587387,2018/6/25 14:25
37.10622724,0.10649308,2018/6/25 14:34
37.08482805,0.101574495,2018/6/25 14:47
37.076943,0.099518519,2018/6/25 14:53
37.0720501,0.099528964,2018/6/25 15:00
37.02048415,0.093574265,2018/6/25 15:03
36.99627295,0.092003556,2018/6/25 15:17
37.0043413,0.091299891,2018/6/25 15:18
37.01275247,0.091048654,2018/6/25 15:19
37.02256774,0.090775463,2018/6/25 15:22
37.02066415,0.091186091,2018/6/25 15:23
36.85236322,0.072911873,2018/6/25 20:01
36.87452634,0.074080119,2018/6/25 20:08
36.86980126,0.072167829,2018/6/25 20:11
36.81484872,0.068559022,2018/6/25 20:13
36.79633367,0.070733262,2018/6/25 20:18
36.79380472,0.072830026,2018/6/25 20:19
36.79007283,0.072048494,2018/6/25 20:20
36.80183158,0.070892756,2018/6/25 20:22
36.80734121,0.073065816,2018/6/25 20:24
36.83786737,0.073802098,2018/6/25 20:31
36.77755738,0.065886812,2018/6/25 20:33
36.76936665,0.066274693,2018/6/25 20:35
36.76644543,0.070201608,2018/6/25 20:41
36.79164221,0.071956953,2018/6/25 20:46
36.82542045,0.074559514,2018/6/25 20:48
36.87747075,0.079075158,2018/6/25 20:51
36.85011628,0.078435178,2018/6/25 20:54
36.85029974,0.078975943,2018/6/25 20:58
36.86734103,0.081200121,2018/6/25 21:01
36.88644909,0.081441081,2018/6/25 21:02
36.89373329,0.08177699,2018/6/25 21:03
36.87054277,0.079067289,2018/6/25 21:04
36.85870048,0.078674787,2018/6/25 21:11
36.85244969,0.077920765,2018/6/25 21:12
36.84721758,0.077181524,2018/6/25 21:15
36.88763742,0.085151678,2018/6/25 21:16
36.86790543,0.082630429,2018/6/25 21:17
36.83911871,0.081867224,2018/6/25 21:22
36.88357012,0.084365227,2018/6/25 21:28
36.83621816,0.080369629,2018/6/25 21:30
36.82227174,0.077324987,2018/6/25 21:34
36.81781373,0.07775182,2018/6/25 21:35
36.7999447,0.0789071,2018/6/25 21:39
36.7227376,0.073225016,2018/6/25 21:49
36.72042848,0.077983992,2018/6/25 21:50
36.71606161,0.071580852,2018/6/25 22:00
36.7101661,0.069553493,2018/6/25 22:01
36.66601088,0.067719353,2018/6/25 22:02
36.70110821,0.069440243,2018/6/25 22:03
36.71184477,0.0722125,2018/6/25 22:09
36.69417472,0.071418152,2018/6/25 22:10
36.71198556,0.070541983,2018/6/25 22:14
36.72765069,0.071996297,2018/6/25 22:19
36.72000043,0.071950239,2018/6/25 22:20
36.70546529,0.077621132,2018/6/25 22:23
36.69139253,0.076816937,2018/6/25 22:24
36.73646864,0.079146312,2018/6/25 22:26
36.7523634,0.078271759,2018/6/25 22:28
36.75354969,0.077307976,2018/6/25 22:30
36.73596419,0.078121115,2018/6/25 22:31
36.7446057,0.078264551,2018/6/25 22:32
36.74551965,0.078463206,2018/6/25 22:33
36.65276958,0.078531883,2018/6/25 22:35
36.71606565,0.078923519,2018/6/25 22:37
36.70162431,0.076390459,2018/6/25 22:39
36.77140736,0.082874056,2018/6/25 22:44
36.77936742,0.084367781,2018/6/25 22:46
36.76800252,0.079991718,2018/6/25 22:47
36.7703951,0.080264399,2018/6/25 22:48
36.75941286,0.079949044,2018/6/25 22:50
36.74528573,0.078181036,2018/6/25 22:52
36.72203194,0.077932992,2018/6/25 22:53
36.7183032,0.076450008,2018/6/25 22:54
36.72630941,0.07656683,2018/6/25 22:55
36.72927369,0.076772351,2018/6/25 22:56
36.71479625,0.078138556,2018/6/25 22:57
36.70941502,0.076538415,2018/6/25 22:58
36.70655819,0.075788053,2018/6/25 23:01
36.70305919,0.075683777,2018/6/25 23:02
36.69844297,0.075585937,2018/6/25 23:03
36.69477969,0.075038561,2018/6/25 23:04
36.68931266,0.075415396,2018/6/25 23:05
36.68952471,0.074754522,2018/6/25 23:06
36.69026892,0.074535737,2018/6/25 23:10
36.68848147,0.077232813,2018/6/25 23:14
36.69474135,0.076501705,2018/6/25 23:16
36.68909355,0.078084034,2018/6/25 23:23
36.64592011,0.072130995,2018/6/25 23:27
36.64174234,0.073044338,2018/6/25 23:28
36.66526842,0.076245922,2018/6/25 23:42
36.65572662,0.075074717,2018/6/25 23:51
36.66226395,0.075581271,2018/6/25 23:56
36.6617393,0.075242837,2018/6/26 0:07
36.68450702,0.07995234,2018/6/26 0:32
36.69282126,0.07724066,2018/6/26 0:58
36.69891341,0.076489806,2018/6/26 1:04
36.68549595,0.076903868,2018/6/26 1:12
36.66880813,0.076517335,2018/6/26 1:13
36.65272099,0.071330878,2018/6/26 1:16
36.65286377,0.070651653,2018/6/26 1:20
36.62947969,0.071452372,2018/6/26 1:21
36.62319543,0.070405329,2018/6/26 1:25
36.63199746,0.071111992,2018/6/26 1:44
36.63979263,0.071930048,2018/6/26 1:45
36.65411927,0.072996036,2018/6/26 1:53
36.68210558,0.071746101,2018/6/26 9:00
36.67132541,0.070654326,2018/6/26 9:01
36.66818853,0.070234624,2018/6/26 9:02
36.67019736,0.069146584,2018/6/26 9:03
36.6711358,0.070605485,2018/6/26 9:05
36.66387959,0.070899874,2018/6/26 9:08
36.66714159,0.070294668,2018/6/26 9:15
36.65611638,0.069183893,2018/6/26 9:16
36.64605137,0.069260167,2018/6/26 9:19
36.64557737,0.07044211,2018/6/26 9:20
36.65788149,0.071234148,2018/6/26 9:31
36.65754658,0.078090351,2018/6/26 10:00
36.6352867,0.080718158,2018/6/26 10:02
36.4918748,0.09702097,2018/6/26 10:49
36.4800151,0.092137094,2018/6/26 10:50
36.47701272,0.089951309,2018/6/26 10:55
36.47189478,0.089062363,2018/6/26 10:57
36.47689256,0.091012415,2018/6/26 10:58
36.46862013,0.09032578,2018/6/26 10:59
36.45198765,0.087480059,2018/6/26 11:01
36.44768604,0.087414868,2018/6/26 11:03
36.44139276,0.090615864,2018/6/26 11:15
36.47351189,0.087946495,2018/6/26 13:30
36.46634605,0.08868762,2018/6/26 13:31
36.45296287,0.086966024,2018/6/26 13:32
36.4583725,0.086628274,2018/6/26 13:40
36.4730061,0.086184121,2018/6/26 13:41
36.47217234,0.084875348,2018/6/26 13:48
36.48771524,0.088965584,2018/6/26 14:00
36.46700709,0.08674589,2018/6/26 14:14
36.47179224,0.084877607,2018/6/26 14:17
36.438938,0.082316915,2018/6/26 14:25
36.4354004,0.081593734,2018/6/26 14:34
36.45409454,0.083118964,2018/6/26 14:45
36.46305804,0.08301137,2018/6/26 14:46
36.47770052,0.084307678,2018/6/26 14:56
36.48555365,0.083998324,2018/6/26 15:18
36.80129485,0.130299763,2018/6/26 20:00
36.63400062,0.12662669,2018/6/26 20:02
36.63744099,0.131761164,2018/6/26 20:04
36.62042982,0.12997496,2018/6/26 20:07
36.61139099,0.132307659,2018/6/26 20:08
36.61428196,0.132929736,2018/6/26 20:10
36.62315975,0.134559507,2018/6/26 20:13
36.64533472,0.136560316,2018/6/26 20:15
36.65376771,0.133017954,2018/6/26 20:16
36.66701318,0.134394764,2018/6/26 20:18
36.65753121,0.135444242,2018/6/26 20:19
36.66355941,0.135338476,2018/6/26 20:20
36.61031054,0.122311898,2018/6/26 20:21
36.58731238,0.121888432,2018/6/26 20:23
36.59319333,0.123509701,2018/6/26 20:24
36.57636078,0.12196962,2018/6/26 20:26
36.59164959,0.124935174,2018/6/26 20:27
36.58750436,0.121739839,2018/6/26 20:28
36.57388867,0.119986535,2018/6/26 20:29
36.57015784,0.123533165,2018/6/26 20:30
36.56019217,0.121975315,2018/6/26 20:31
36.58040625,0.120721807,2018/6/26 20:32
36.57150987,0.123079445,2018/6/26 20:33
36.55592141,0.118838414,2018/6/26 20:34
36.55591748,0.119814311,2018/6/26 20:36
36.55116184,0.121734765,2018/6/26 20:38
36.5477489,0.121759505,2018/6/26 20:42
36.54653332,0.118973241,2018/6/26 20:43
36.55428172,0.120873258,2018/6/26 20:45
36.55409206,0.120192632,2018/6/26 20:46
36.53738169,0.115787065,2018/6/26 20:48
36.52971061,0.115362739,2018/6/26 20:49
36.53064371,0.115598199,2018/6/26 20:50
36.51929471,0.113961143,2018/6/26 20:52
36.49213903,0.113067865,2018/6/26 20:54
36.47560852,0.110264919,2018/6/26 20:55
36.47257376,0.110674315,2018/6/26 20:56
36.47418441,0.114641054,2018/6/26 20:59
36.48060981,0.11685175,2018/6/26 21:01
36.46315553,0.112216847,2018/6/26 21:02
36.43046946,0.110329341,2018/6/26 21:03
36.44306499,0.111764993,2018/6/26 21:05
36.43589112,0.108697085,2018/6/26 21:06
36.44352632,0.111938732,2018/6/26 21:07
36.43439863,0.10947338,2018/6/26 21:08
36.43502832,0.109925036,2018/6/26 21:09
36.4312504,0.109801621,2018/6/26 21:11
36.40325356,0.109761834,2018/6/26 21:13
36.41175567,0.108701136,2018/6/26 21:15
36.408447,0.109190249,2018/6/26 21:18
36.37216191,0.100273191,2018/6/26 21:20
36.35458084,0.101315637,2018/6/26 21:21
36.30815306,0.096959163,2018/6/26 21:23
36.2506411,0.092760898,2018/6/26 21:26
36.25966594,0.094514486,2018/6/26 21:27
36.22529692,0.083833694,2018/6/26 21:30
36.21166201,0.084071142,2018/6/26 21:31
36.23827135,0.088986536,2018/6/26 21:32
36.21073456,0.084188584,2018/6/26 21:33
36.21927549,0.085749602,2018/6/26 21:34
36.23929489,0.086223074,2018/6/26 21:35
36.22173705,0.08791429,2018/6/26 21:36
36.23874006,0.08998773,2018/6/26 21:37
36.22362544,0.088460805,2018/6/26 21:38
36.21051237,0.086289202,2018/6/26 21:39
36.22168412,0.089822313,2018/6/26 21:41
36.21856003,0.089632131,2018/6/26 21:43
36.2237611,0.091401517,2018/6/26 21:44
36.21695957,0.089490771,2018/6/26 21:45
36.1975318,0.087258443,2018/6/26 21:47
36.1750026,0.08221153,2018/6/26 21:48
36.15118077,0.082895439,2018/6/26 21:50
36.13183768,0.08287127,2018/6/26 21:53
36.13641044,0.083041183,2018/6/26 21:54
36.13288903,0.084162563,2018/6/26 21:55
36.12653618,0.084393306,2018/6/26 21:56
36.13280763,0.08199689,2018/6/26 21:57
36.13546135,0.08117683,2018/6/26 21:59
36.12866078,0.079882584,2018/6/26 22:00
36.09494792,0.080081757,2018/6/26 22:01
36.10697669,0.079983805,2018/6/26 22:02
36.11684042,0.081718046,2018/6/26 22:03
36.16230015,0.082909426,2018/6/26 22:04
36.17772187,0.083380126,2018/6/26 22:05
36.16508733,0.081810274,2018/6/26 22:06
36.14354901,0.076789694,2018/6/26 22:08
36.17267821,0.079671908,2018/6/26 22:10
36.1785219,0.081662929,2018/6/26 22:11
36.16075252,0.079602599,2018/6/26 22:13
36.17861981,0.081628509,2018/6/26 22:15
36.17565523,0.081881781,2018/6/26 22:17
36.18773588,0.084118614,2018/6/26 22:19
36.19156943,0.087405,2018/6/26 22:20
36.1841304,0.086476883,2018/6/26 22:22
36.16300996,0.084037581,2018/6/26 22:23
36.17186388,0.083178879,2018/6/26 22:24
36.1730967,0.082263004,2018/6/26 22:25
36.15359791,0.082317523,2018/6/26 22:26
36.14330669,0.08029612,2018/6/26 22:27
36.14799751,0.080404489,2018/6/26 22:29
36.13715885,0.079705659,2018/6/26 22:30
36.14605859,0.08184273,2018/6/26 22:31
36.14163136,0.081449031,2018/6/26 22:32
36.14269802,0.081038152,2018/6/26 22:34
36.14394549,0.080493717,2018/6/26 22:35
36.14118205,0.079073285,2018/6/26 22:36
